laus_code,state_fips,county_fips,name,year,labor_force,employed,unemployment_level,unemployment_rate
CN2205700000000,22,57,"Lafourche Parish, LA",2018,"41,816","39,835","1,981",4.7
CN2205900000000,22,59,"LaSalle Parish, LA",2018,"6,289","6,013",276,4.4
CN2206100000000,22,61,"Lincoln Parish, LA",2018,"21,791","20,653","1,138",5.2
CN2206300000000,22,63,"Livingston Parish, LA",2018,"67,916","65,165","2,751",4.1
CN2206500000000,22,65,"Madison Parish, LA",2018,"3,627","3,326",301,8.3
CN2206700000000,22,67,"Morehouse Parish, LA",2018,"10,193","9,360",833,8.2
CN2206900000000,22,69,"Natchitoches Parish, LA",2018,"16,527","15,566",961,5.8
CN2207100000000,22,71,"Orleans Parish, LA",2018,"178,845","169,891","8,954",5
CN2207300000000,22,73,"Ouachita Parish, LA",2018,"70,364","66,703","3,661",5.2
CN2207500000000,22,75,"Plaquemines Parish, LA",2018,"9,992","9,530",462,4.6
CN2207700000000,22,77,"Pointe Coupee Parish, LA",2018,"9,999","9,463",536,5.4
CN2207900000000,22,79,"Rapides Parish, LA",2018,"55,281","52,346","2,935",5.3
CN2208100000000,22,81,"Red River Parish, LA",2018,"4,033","3,854",179,4.4
CN2208300000000,22,83,"Richland Parish, LA",2018,"8,318","7,799",519,6.2
CN2208500000000,22,85,"Sabine Parish, LA",2018,"9,009","8,542",467,5.2
CN2208700000000,22,87,"St. Bernard Parish, LA",2018,"19,519","18,541",978,5
CN2208900000000,22,89,"St. Charles Parish, LA",2018,"24,916","23,822","1,094",4.4
CN2209100000000,22,91,"St. Helena Parish, LA",2018,"4,329","4,045",284,6.6
CN2209300000000,22,93,"St. James Parish, LA",2018,"9,327","8,751",576,6.2
CN2209500000000,22,95,"St. John the Baptist Parish, LA",2018,"19,641","18,524","1,117",5.7
CN2209700000000,22,97,"St. Landry Parish, LA",2018,"31,933","29,941","1,992",6.2
CN2209900000000,22,99,"St. Martin Parish, LA",2018,"22,399","21,226","1,173",5.2
CN2210100000000,22,101,"St. Mary Parish, LA",2018,"20,103","18,778","1,325",6.6
CN2210300000000,22,103,"St. Tammany Parish, LA",2018,"117,656","112,728","4,928",4.2
CN2210500000000,22,105,"Tangipahoa Parish, LA",2018,"54,353","51,374","2,979",5.5
CN2210700000000,22,107,"Tensas Parish, LA",2018,"1,460","1,347",113,7.7
CN2210900000000,22,109,"Terrebonne Parish, LA",2018,"46,432","44,109","2,323",5
CN2211100000000,22,111,"Union Parish, LA",2018,"9,153","8,634",519,5.7
CN2211300000000,22,113,"Vermilion Parish, LA",2018,"24,196","22,920","1,276",5.3
CN2211500000000,22,115,"Vernon Parish, LA",2018,"16,040","14,983","1,057",6.6
CN2211700000000,22,117,"Washington Parish, LA",2018,"16,835","15,867",968,5.7
CN2211900000000,22,119,"Webster Parish, LA",2018,"14,668","13,771",897,6.1
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2018,"13,528","12,927",601,4.4
CN2212300000000,22,123,"West Carroll Parish, LA",2018,"3,890","3,532",358,9.2
CN2212500000000,22,125,"West Feliciana Parish, LA",2018,"5,334","5,122",212,4
CN2212700000000,22,127,"Winn Parish, LA",2018,"4,925","4,616",309,6.3
CN2300100000000,23,1,"Androscoggin County, ME",2018,"55,449","53,621","1,828",3.3
CN2300300000000,23,3,"Aroostook County, ME",2018,"31,085","29,589","1,496",4.8
CN2300500000000,23,5,"Cumberland County, ME",2018,"165,409","160,973","4,436",2.7
CN2300700000000,23,7,"Franklin County, ME",2018,"14,471","13,890",581,4
CN2300900000000,23,9,"Hancock County, ME",2018,"29,407","28,291","1,116",3.8
CN2301100000000,23,11,"Kennebec County, ME",2018,"62,541","60,517","2,024",3.2
CN2301300000000,23,13,"Knox County, ME",2018,"20,584","19,921",663,3.2
CN2301500000000,23,15,"Lincoln County, ME",2018,"16,988","16,420",568,3.3
CN2301700000000,23,17,"Oxford County, ME",2018,"26,683","25,618","1,065",4
CN2301900000000,23,19,"Penobscot County, ME",2018,"77,127","74,207","2,920",3.8
CN2302100000000,23,21,"Piscataquis County, ME",2018,"7,467","7,156",311,4.2
CN2302300000000,23,23,"Sagadahoc County, ME",2018,"19,440","18,913",527,2.7
CN2302500000000,23,25,"Somerset County, ME",2018,"22,888","21,787","1,101",4.8
CN2302700000000,23,27,"Waldo County, ME",2018,"21,250","20,501",749,3.5
CN2302900000000,23,29,"Washington County, ME",2018,"13,961","13,274",687,4.9
CN2303100000000,23,31,"York County, ME",2018,"113,999","110,544","3,455",3
CN2400100000000,24,1,"Allegany County, MD",2018,"31,984","30,220","1,764",5.5
CN2400300000000,24,3,"Anne Arundel County, MD",2018,"309,603","299,260","10,343",3.3
CN2400500000000,24,5,"Baltimore County, MD",2018,"450,366","432,164","18,202",4
CN2400900000000,24,9,"Calvert County, MD",2018,"49,121","47,382","1,739",3.5
CN2401100000000,24,11,"Caroline County, MD",2018,"18,028","17,340",688,3.8
CN2401300000000,24,13,"Carroll County, MD",2018,"94,339","91,277","3,062",3.2
CN2401500000000,24,15,"Cecil County, MD",2018,"52,632","50,315","2,317",4.4
CN2401700000000,24,17,"Charles County, MD",2018,"85,104","81,805","3,299",3.9
CN2401900000000,24,19,"Dorchester County, MD",2018,"15,347","14,548",799,5.2
CN2402100000000,24,21,"Frederick County, MD",2018,"130,831","126,233","4,598",3.5
CN2402300000000,24,23,"Garrett County, MD",2018,"15,410","14,673",737,4.8
CN2402500000000,24,25,"Harford County, MD",2018,"138,162","133,157","5,005",3.6
CN2402700000000,24,27,"Howard County, MD",2018,"183,889","178,360","5,529",3
CN2402900000000,24,29,"Kent County, MD",2018,"10,254","9,810",444,4.3
CN2403100000000,24,31,"Montgomery County, MD",2018,"554,989","537,429","17,560",3.2
CN2403300000000,24,33,"Prince George's County, MD",2018,"504,423","483,850","20,573",4.1
CN2403500000000,24,35,"Queen Anne's County, MD",2018,"27,379","26,462",917,3.3
CN2403700000000,24,37,"St. Mary's County, MD",2018,"55,295","53,193","2,102",3.8
CN2403900000000,24,39,"Somerset County, MD",2018,"9,353","8,709",644,6.9
CN2404100000000,24,41,"Talbot County, MD",2018,"19,562","18,829",733,3.7
CN2404300000000,24,43,"Washington County, MD",2018,"74,742","71,493","3,249",4.3
CN2404500000000,24,45,"Wicomico County, MD",2018,"51,041","48,365","2,676",5.2
CN2404700000000,24,47,"Worcester County, MD",2018,"25,525","23,475","2,050",8
CN2451000000000,24,510,"Baltimore city, MD",2018,"289,758","273,304","16,454",5.7
CN2500100000000,25,1,"Barnstable County, MA",2018,"116,225","111,251","4,974",4.3
CN2500300000000,25,3,"Berkshire County, MA",2018,"66,109","63,440","2,669",4
CN2500500000000,25,5,"Bristol County, MA",2018,"302,918","289,955","12,963",4.3
CN2500700000000,25,7,"Dukes County, MA",2018,"9,780","9,331",449,4.6
CN2500900000000,25,9,"Essex County, MA",2018,"429,887","415,184","14,703",3.4
CN2501100000000,25,11,"Franklin County, MA",2018,"41,365","40,115","1,250",3
CN2501300000000,25,13,"Hampden County, MA",2018,"231,265","220,606","10,659",4.6
CN2501500000000,25,15,"Hampshire County, MA",2018,"91,522","88,754","2,768",3
CN2501700000000,25,17,"Middlesex County, MA",2018,"923,768","898,786","24,982",2.7
CN2501900000000,25,19,"Nantucket County/town, MA",2018,"7,526","7,194",332,4.4
CN2502100000000,25,21,"Norfolk County, MA",2018,"393,159","381,505","11,654",3
CN2502300000000,25,23,"Plymouth County, MA",2018,"284,938","274,968","9,970",3.5
CN2502500000000,25,25,"Suffolk County, MA",2018,"456,319","442,599","13,720",3
CN2502700000000,25,27,"Worcester County, MA",2018,"450,670","434,714","15,956",3.5
CN2600100000000,26,1,"Alcona County, MI",2018,"3,830","3,578",252,6.6
CN2600300000000,26,3,"Alger County, MI",2018,"3,243","2,989",254,7.8
CN2600500000000,26,5,"Allegan County, MI",2018,"62,239","60,206","2,033",3.3
CN2600700000000,26,7,"Alpena County, MI",2018,"13,459","12,775",684,5.1
CN2600900000000,26,9,"Antrim County, MI",2018,"10,111","9,543",568,5.6
CN2601100000000,26,11,"Arenac County, MI",2018,"5,974","5,549",425,7.1
CN2601300000000,26,13,"Baraga County, MI",2018,"3,176","2,982",194,6.1
CN2601500000000,26,15,"Barry County, MI",2018,"31,664","30,585","1,079",3.4
CN2601700000000,26,17,"Bay County, MI",2018,"50,352","47,942","2,410",4.8
CN2601900000000,26,19,"Benzie County, MI",2018,"8,790","8,306",484,5.5
CN2602100000000,26,21,"Berrien County, MI",2018,"73,328","70,176","3,152",4.3
CN2602300000000,26,23,"Branch County, MI",2018,"19,641","18,921",720,3.7
CN2602500000000,26,25,"Calhoun County, MI",2018,"62,865","60,219","2,646",4.2
CN2602700000000,26,27,"Cass County, MI",2018,"24,378","23,386",992,4.1
CN2602900000000,26,29,"Charlevoix County, MI",2018,"13,128","12,506",622,4.7
CN2603100000000,26,31,"Cheboygan County, MI",2018,"10,682","9,699",983,9.2
CN2603300000000,26,33,"Chippewa County, MI",2018,"16,312","15,231","1,081",6.6
CN2603500000000,26,35,"Clare County, MI",2018,"11,843","11,122",721,6.1
CN2603700000000,26,37,"Clinton County, MI",2018,"41,047","39,744","1,303",3.2
CN2603900000000,26,39,"Crawford County, MI",2018,"5,512","5,181",331,6
CN2604100000000,26,41,"Delta County, MI",2018,"17,030","16,125",905,5.3
CN2604300000000,26,43,"Dickinson County, MI",2018,"12,449","11,970",479,3.8
CN2604500000000,26,45,"Eaton County, MI",2018,"56,986","55,009","1,977",3.5
CN2604700000000,26,47,"Emmet County, MI",2018,"17,604","16,567","1,037",5.9
CN2604900000000,26,49,"Genesee County, MI",2018,"181,781","172,887","8,894",4.9
CN2605100000000,26,51,"Gladwin County, MI",2018,"9,952","9,392",560,5.6
CN2605300000000,26,53,"Gogebic County, MI",2018,"6,207","5,890",317,5.1
CN2605500000000,26,55,"Grand Traverse County, MI",2018,"49,157","47,346","1,811",3.7
CN2605700000000,26,57,"Gratiot County, MI",2018,"17,766","16,934",832,4.7
CN2605900000000,26,59,"Hillsdale County, MI",2018,"20,738","19,904",834,4
CN2606100000000,26,61,"Houghton County, MI",2018,"16,179","15,355",824,5.1
CN2606300000000,26,63,"Huron County, MI",2018,"15,826","15,097",729,4.6
CN2606500000000,26,65,"Ingham County, MI",2018,"150,474","144,991","5,483",3.6
CN2606700000000,26,67,"Ionia County, MI",2018,"30,119","29,082","1,037",3.4
CN2606900000000,26,69,"Iosco County, MI",2018,"10,076","9,434",642,6.4
CN2607100000000,26,71,"Iron County, MI",2018,"5,147","4,860",287,5.6
CN2607300000000,26,73,"Isabella County, MI",2018,"34,817","33,454","1,363",3.9
CN2607500000000,26,75,"Jackson County, MI",2018,"74,281","71,351","2,930",3.9
CN2607700000000,26,77,"Kalamazoo County, MI",2018,"132,886","128,349","4,537",3.4
CN2607900000000,26,79,"Kalkaska County, MI",2018,"7,816","7,358",458,5.9
CN2608100000000,26,81,"Kent County, MI",2018,"358,900","348,246","10,654",3
CN2608300000000,26,83,"Keweenaw County, MI",2018,882,821,61,6.9
CN2608500000000,26,85,"Lake County, MI",2018,"3,666","3,414",252,6.9
CN2608700000000,26,87,"Lapeer County, MI",2018,"41,369","39,232","2,137",5.2
CN2608900000000,26,89,"Leelanau County, MI",2018,"10,533","10,088",445,4.2
CN2609100000000,26,91,"Lenawee County, MI",2018,"46,956","45,038","1,918",4.1
CN2609300000000,26,93,"Livingston County, MI",2018,"102,785","99,402","3,383",3.3
CN2609500000000,26,95,"Luce County, MI",2018,"2,417","2,267",150,6.2
CN2609700000000,26,97,"Mackinac County, MI",2018,"5,129","4,634",495,9.7
CN2609900000000,26,99,"Macomb County, MI",2018,"445,483","427,445","18,038",4
CN2610100000000,26,101,"Manistee County, MI",2018,"10,454","9,854",600,5.7
CN2610300000000,26,103,"Marquette County, MI",2018,"32,422","30,839","1,583",4.9
CN2610500000000,26,105,"Mason County, MI",2018,"13,835","13,159",676,4.9
CN2610700000000,26,107,"Mecosta County, MI",2018,"18,562","17,642",920,5
CN2610900000000,26,109,"Menominee County, MI",2018,"11,019","10,573",446,4
CN2611100000000,26,111,"Midland County, MI",2018,"40,611","38,993","1,618",4
CN2611300000000,26,113,"Missaukee County, MI",2018,"7,067","6,712",355,5
CN2611500000000,26,115,"Monroe County, MI",2018,"75,765","72,596","3,169",4.2
CN2611700000000,26,117,"Montcalm County, MI",2018,"28,474","27,270","1,204",4.2
CN2611900000000,26,119,"Montmorency County, MI",2018,"3,037","2,775",262,8.6
CN2612100000000,26,121,"Muskegon County, MI",2018,"78,196","74,639","3,557",4.5
CN2612300000000,26,123,"Newaygo County, MI",2018,"23,333","22,321","1,012",4.3
CN2612500000000,26,125,"Oakland County, MI",2018,"670,739","648,277","22,462",3.3
CN2612700000000,26,127,"Oceana County, MI",2018,"12,456","11,696",760,6.1
CN2612900000000,26,129,"Ogemaw County, MI",2018,"8,137","7,567",570,7
CN2613100000000,26,131,"Ontonagon County, MI",2018,"2,110","1,945",165,7.8
CN2613300000000,26,133,"Osceola County, MI",2018,"10,884","10,401",483,4.4
CN2613500000000,26,135,"Oscoda County, MI",2018,"2,976","2,785",191,6.4
CN2613700000000,26,137,"Otsego County, MI",2018,"11,584","10,978",606,5.2
CN2613900000000,26,139,"Ottawa County, MI",2018,"160,101","155,593","4,508",2.8
CN2614100000000,26,141,"Presque Isle County, MI",2018,"5,114","4,707",407,8
CN2614300000000,26,143,"Roscommon County, MI",2018,"7,814","7,206",608,7.8
CN2614500000000,26,145,"Saginaw County, MI",2018,"86,849","82,697","4,152",4.8
CN2614700000000,26,147,"St. Clair County, MI",2018,"75,778","72,183","3,595",4.7
CN2614900000000,26,149,"St. Joseph County, MI",2018,"28,268","27,213","1,055",3.7
CN2615100000000,26,151,"Sanilac County, MI",2018,"19,579","18,575","1,004",5.1
CN2615300000000,26,153,"Schoolcraft County, MI",2018,"3,387","3,145",242,7.1
CN2615500000000,26,155,"Shiawassee County, MI",2018,"33,151","31,719","1,432",4.3
CN2615700000000,26,157,"Tuscola County, MI",2018,"23,860","22,556","1,304",5.5
CN2615900000000,26,159,"Van Buren County, MI",2018,"35,681","33,955","1,726",4.8
CN2616100000000,26,161,"Washtenaw County, MI",2018,"194,621","188,693","5,928",3
CN2616300000000,26,163,"Wayne County, MI",2018,"794,466","752,926","41,540",5.2
CN2616500000000,26,165,"Wexford County, MI",2018,"14,766","14,078",688,4.7
CN2700100000000,27,1,"Aitkin County, MN",2018,"7,162","6,760",402,5.6
CN2700300000000,27,3,"Anoka County, MN",2018,"196,586","191,154","5,432",2.8
CN2700500000000,27,5,"Becker County, MN",2018,"18,591","17,930",661,3.6
CN2700700000000,27,7,"Beltrami County, MN",2018,"24,088","23,100",988,4.1
CN2700900000000,27,9,"Benton County, MN",2018,"21,666","20,909",757,3.5
CN2701100000000,27,11,"Big Stone County, MN",2018,"2,517","2,421",96,3.8
CN2701300000000,27,13,"Blue Earth County, MN",2018,"40,277","39,266","1,011",2.5
CN2701500000000,27,15,"Brown County, MN",2018,"14,535","14,047",488,3.4
CN2701700000000,27,17,"Carlton County, MN",2018,"17,655","16,926",729,4.1
CN2701900000000,27,19,"Carver County, MN",2018,"57,859","56,437","1,422",2.5
CN2702100000000,27,21,"Cass County, MN",2018,"14,333","13,602",731,5.1
CN2702300000000,27,23,"Chippewa County, MN",2018,"6,887","6,667",220,3.2
CN2702500000000,27,25,"Chisago County, MN",2018,"29,662","28,665",997,3.4
CN2702700000000,27,27,"Clay County, MN",2018,"35,791","34,766","1,025",2.9
CN2702900000000,27,29,"Clearwater County, MN",2018,"4,475","4,111",364,8.1
CN2703100000000,27,31,"Cook County, MN",2018,"3,029","2,924",105,3.5
CN2703300000000,27,33,"Cottonwood County, MN",2018,"5,826","5,619",207,3.6
CN2703500000000,27,35,"Crow Wing County, MN",2018,"32,232","30,968","1,264",3.9
CN2703700000000,27,37,"Dakota County, MN",2018,"239,835","233,744","6,091",2.5
CN2703900000000,27,39,"Dodge County, MN",2018,"11,834","11,482",352,3
CN2704100000000,27,41,"Douglas County, MN",2018,"20,604","20,023",581,2.8
CN2704300000000,27,43,"Faribault County, MN",2018,"7,006","6,763",243,3.5
CN2704500000000,27,45,"Fillmore County, MN",2018,"11,534","11,177",357,3.1
CN2704700000000,27,47,"Freeborn County, MN",2018,"16,044","15,532",512,3.2
CN2704900000000,27,49,"Goodhue County, MN",2018,"26,823","26,086",737,2.7
CN2705100000000,27,51,"Grant County, MN",2018,"3,303","3,172",131,4
CN2705300000000,27,53,"Hennepin County, MN",2018,"703,310","685,853","17,457",2.5
CN2705500000000,27,55,"Houston County, MN",2018,"10,460","10,161",299,2.9
CN2705700000000,27,57,"Hubbard County, MN",2018,"9,851","9,361",490,5
CN2705900000000,27,59,"Isanti County, MN",2018,"21,134","20,346",788,3.7
CN2706100000000,27,61,"Itasca County, MN",2018,"21,820","20,645","1,175",5.4
CN2706300000000,27,63,"Jackson County, MN",2018,"5,733","5,566",167,2.9
CN2706500000000,27,65,"Kanabec County, MN",2018,"8,934","8,445",489,5.5
CN2706700000000,27,67,"Kandiyohi County, MN",2018,"24,821","24,095",726,2.9
CN2706900000000,27,69,"Kittson County, MN",2018,"2,346","2,277",69,2.9
CN2707100000000,27,71,"Koochiching County, MN",2018,"5,956","5,594",362,6.1
CN2707300000000,27,73,"Lac qui Parle County, MN",2018,"3,528","3,400",128,3.6
CN2707500000000,27,75,"Lake County, MN",2018,"5,478","5,306",172,3.1
CN2707700000000,27,77,"Lake of the Woods County, MN",2018,"2,405","2,314",91,3.8
CN2707900000000,27,79,"Le Sueur County, MN",2018,"15,962","15,300",662,4.1
CN2708100000000,27,81,"Lincoln County, MN",2018,"3,269","3,171",98,3
CN2708300000000,27,83,"Lyon County, MN",2018,"14,818","14,392",426,2.9
CN2708500000000,27,85,"McLeod County, MN",2018,"19,500","18,890",610,3.1
CN2708700000000,27,87,"Mahnomen County, MN",2018,"2,329","2,223",106,4.6
CN2708900000000,27,89,"Marshall County, MN",2018,"5,440","5,125",315,5.8
CN2709100000000,27,91,"Martin County, MN",2018,"10,303","9,980",323,3.1
CN2709300000000,27,93,"Meeker County, MN",2018,"13,143","12,685",458,3.5
CN2709500000000,27,95,"Mille Lacs County, MN",2018,"12,788","12,169",619,4.8
CN2709700000000,27,97,"Morrison County, MN",2018,"17,576","16,753",823,4.7
CN2709900000000,27,99,"Mower County, MN",2018,"20,450","19,903",547,2.7
CN2710100000000,27,101,"Murray County, MN",2018,"4,906","4,724",182,3.7
CN2710300000000,27,103,"Nicollet County, MN",2018,"20,756","20,300",456,2.2
CN2710500000000,27,105,"Nobles County, MN",2018,"11,284","10,988",296,2.6
CN2710700000000,27,107,"Norman County, MN",2018,"3,379","3,234",145,4.3
CN2710900000000,27,109,"Olmsted County, MN",2018,"87,757","85,748","2,009",2.3
CN2711100000000,27,111,"Otter Tail County, MN",2018,"31,441","30,313","1,128",3.6
CN2711300000000,27,113,"Pennington County, MN",2018,"8,797","8,428",369,4.2
CN2711500000000,27,115,"Pine County, MN",2018,"14,850","14,130",720,4.8
CN2711700000000,27,117,"Pipestone County, MN",2018,"4,971","4,828",143,2.9
CN2711900000000,27,119,"Polk County, MN",2018,"16,786","16,171",615,3.7
CN2712100000000,27,121,"Pope County, MN",2018,"6,431","6,265",166,2.6
CN2712300000000,27,123,"Ramsey County, MN",2018,"288,814","281,072","7,742",2.7
CN2712500000000,27,125,"Red Lake County, MN",2018,"2,231","2,116",115,5.2
CN2712700000000,27,127,"Redwood County, MN",2018,"7,614","7,340",274,3.6
CN2712900000000,27,129,"Renville County, MN",2018,"8,787","8,442",345,3.9
CN2713100000000,27,131,"Rice County, MN",2018,"36,852","35,832","1,020",2.8
CN2713300000000,27,133,"Rock County, MN",2018,"5,726","5,594",132,2.3
CN2713500000000,27,135,"Roseau County, MN",2018,"7,989","7,724",265,3.3
CN2713700000000,27,137,"St. Louis County, MN",2018,"101,957","98,202","3,755",3.7
CN2713900000000,27,139,"Scott County, MN",2018,"82,820","80,758","2,062",2.5
CN2714100000000,27,141,"Sherburne County, MN",2018,"51,700","50,069","1,631",3.2
CN2714300000000,27,143,"Sibley County, MN",2018,"8,473","8,205",268,3.2
CN2714500000000,27,145,"Stearns County, MN",2018,"89,884","87,241","2,643",2.9
CN2714700000000,27,147,"Steele County, MN",2018,"20,563","19,958",605,2.9
CN2714900000000,27,149,"Stevens County, MN",2018,"5,457","5,328",129,2.4
CN2715100000000,27,151,"Swift County, MN",2018,"5,037","4,853",184,3.7
CN2715300000000,27,153,"Todd County, MN",2018,"13,587","13,062",525,3.9
CN2715500000000,27,155,"Traverse County, MN",2018,"1,760","1,703",57,3.2
